ID,Group,Feature_1,Feature_2,Feature_3
ID453,B,2200.0,400.49086737311063,4403.024724112463
ID454,B,2369.4665136784733,395.9962793197852,4734.419438785257
ID455,A,2680.8442116929255,426.8938388699631,5929.054131159287
ID456,C,2551.470257652531,403.359329171346,-2160.329924213124
ID457,B,2698.581220568082,387.91942259424485,5388.771582528742
ID458,B,2330.2275786800956,408.94663509341007,4654.546860472269
ID459,B,2254.0905598503914,404.0646180826929,4514.6935724765035
ID460,A,2569.382282897131,404.5628937933013,5672.866062247444
ID461,A,2536.003410652757,427.11814238198787,5474.048143134908
ID462,A,2545.833148056589,405.26177763632217,5613.169477709274
ID463,A,2639.9494963975853,395.44507714189007,5934.290807834505
ID464,A,2563.252738586839,370.6708536053485,5840.363701265256
ID465,C,2560.8426389710567,397.5190147278473,-2175.417391028059
ID466,C,2607.251052070171,419.5895487599078,-2201.0663930198043
ID467,A,2575.362494828054,398.6324632066572,5734.120437529134
ID468,B,2628.616889757611,366.39925152220746,5237.316712489484
ID469,A,2651.2781237167874,392.5245641171133,5965.473918134193
ID470,C,2729.7533201861374,414.8903280836919,-2308.4689924928844
ID471,C,2402.621301264448,408.18725761843024,-1981.8464043349236
ID472,B,2572.084316111612,387.401786552339,5138.5669947989145
ID473,C,2444.4514947104053,391.5207283540138,-2060.9476141815644
ID474,A,2374.96615190811,393.83937011346376,5167.768027868707
ID475,B,2396.568951837945,390.05929342205604,4779.391445059903
ID476,A,2574.243327634229,369.55489198390626,5858.595051486502
ID477,A,2562.7378832179,411.4538665092978,5639.435954191713
ID478,B,2560.0618043857658,418.8558993503364,5120.232067009679
ID479,A,2466.1429528646,377.2232658405289,5525.0910502626375
ID480,C,2500.5122126767615,418.6577939887947,-2107.5376092333026
ID481,A,2622.6629043814073,398.4546519790418,5858.907365355591
ID482,B,2276.591041052604,418.3769852225181,4553.354066823338
ID483,B,2503.6963147642878,400.5692565443567,5012.404713910381
ID484,B,2513.4934222190186,402.03316888237947,5037.150809490311
ID485,A,2612.9956403616475,405.5865197047332,5813.1521357869815
ID486,B,2297.4627382085764,388.14900512297083,4596.9013382814555
ID487,B,2724.2700618276117,417.92011216492034,5443.867305138861
ID488,A,2532.0445636642767,383.17929042887823,5699.328097707294
ID489,C,2539.9870820042406,393.96899883224995,-2159.2543646376366
ID490,A,2439.793036400166,407.8639701646475,5284.367500207931
ID491,B,2580.7033532195264,392.36207139271806,5149.553000423996
ID492,B,2507.193107542466,411.6629686122242,5020.803557634592
ID493,A,2681.34729161597,420.63799259775936,5928.40770102646
ID494,C,2283.7758627904577,415.18819001580755,-1859.6618843926447
ID495,B,2526.331874483576,370.9582702948207,5054.009008329046
ID496,B,2561.276852256614,401.8877045442904,5143.489374592332
ID497,B,2472.0441408455363,415.43023916044586,4940.716045923814
ID498,A,2439.300126503943,380.24876729766913,5421.756136418454
ID499,B,2445.556408154694,410.8541588084331,4881.756940943859
ID500,C,2526.1958904051744,410.0119117245897,-2119.6386947578803
ID501,B,2228.506164852894,381.818651620926,4458.28132345912
ID502,B,2644.7522441594842,412.5134899861024,5271.177849249312
ID503,C,2427.9802198456223,404.090466902949,-2040.9012401528905
ID504,B,2519.170404605017,409.755726830819,5045.539120808062
ID505,A,2555.06534001821,385.50531421352304,5735.916407128635
ID506,A,2421.1291919030564,402.25204174557075,5245.012248584739
ID507,A,2480.3442389501506,374.42682168801514,5560.0547742453755
ID508,C,2200.0,365.84513188700424,-1842.53673366168
ID509,B,2609.818541099961,402.11242639791624,5220.987690780021
ID510,A,2662.0103500483247,416.5089641014197,5908.82666000727
ID511,C,2244.850967209187,403.7940522139762,-1866.1622017507134
ID512,B,2439.0260684955606,399.0483090408378,4895.00614567236
ID513,C,2315.5195932638776,397.1869881991769,-1902.2321959093968
ID514,A,2473.338951776889,385.861519128354,5462.741402526335
ID515,A,2597.2954502081443,396.6720864430704,5821.557038764955
ID516,A,2648.096334888494,406.32526702396666,5925.3252957616205
ID517,C,2668.277978414027,393.47166650799056,-2274.8009659757863
ID518,C,2696.581573703832,411.25880280753665,-2300.888794358914
ID519,A,2466.638083231665,402.939625507969,5397.398859255131
ID520,C,2327.956205689984,404.7546912666011,-1926.0962872189511
ID521,A,2482.8114549538045,413.3299413032644,5388.371204470919
ID522,A,2594.9901253455364,392.0986685101751,5851.107448749274
ID523,B,2315.9110328618713,409.8907087928043,4634.844106731226
ID524,C,2749.0205430172364,394.2028492412204,-2365.8203100766386
ID525,A,2634.683280814051,405.0927172572826,5874.557484216704
ID526,A,2469.0149247353006,390.31342974045145,5446.004281180753
ID527,C,2393.369210438314,386.339442654029,-2001.8278911749028
ID528,B,2399.6318378331034,401.3779711847274,4789.590864961209
ID529,B,2511.1309320700234,371.72199921968325,5016.587647071851
ID530,A,2465.5896095904473,395.5559883473668,5403.575722541616
ID531,C,2642.575413292394,375.9043449158623,-2268.2561124427616
ID532,B,2448.5536257546055,411.6885105147041,4899.228309028836
ID533,C,2575.825271591724,415.7516589416337,-2192.2910692155
ID534,C,2495.6612673737695,387.0407316786879,-2105.505652957319
ID535,A,2540.4504036095605,406.42469443710246,5588.679335870007
ID536,B,2465.4915346605426,413.4870357053124,4921.803165936011
ID537,A,2606.157331187443,413.5370383375267,5775.130348965934
ID538,B,2608.3810120435114,403.2167625095746,5228.26374241828
ID539,B,2568.9893538733218,411.01457013342247,5124.8218779128265
ID540,B,2591.1271490724257,390.2600303211941,5192.313140699705
ID541,B,2358.344683368542,401.2468369848502,4731.623343649337
ID542,B,2548.486864436347,392.99344889813835,5098.557979944105
ID543,C,2687.38026512313,388.9931803932195,-2294.0497802865425
ID544,A,2573.7106850529244,400.5409508720444,5722.487460801611
ID545,C,2345.3923745797715,405.2129556423711,-1965.20920924448
ID546,B,2492.535023552637,417.4526315193248,4982.827611943069
ID547,A,2556.2466907509565,403.9773329094833,5645.986453601645
ID548,B,2386.3900724652535,409.62895802442324,4789.942012569226
ID549,A,2296.259320491497,409.7992475987431,4843.786457843517
ID550,C,2452.585319734521,440.3130154854544,-2015.843635794467
ID551,A,2388.8751388048445,372.84951395091133,5301.296349768085
ID552,A,2497.8566452915047,389.68099199744233,5557.445602866832
ID553,A,2261.2893028755566,422.1108407873212,4671.098688731119
ID554,A,2584.7051593804235,394.7198038771979,5772.138112358181
ID555,A,2404.8092447059967,413.2870470640258,5144.684072482811
ID556,B,2649.3628355022033,403.45014285644254,5310.014024730279
ID557,A,2458.4651740305435,431.57803601812014,5223.459320868205
ID558,A,2496.191643042327,383.30418359404433,5572.585226836949
ID559,C,2474.0447681954624,418.3270082877822,-2053.4192883143423
ID560,A,2396.776046484959,426.2437195790875,5052.392631876293
ID561,C,2800.0,384.78371684248,-2417.543675962832
ID562,B,2425.6200732989073,411.7430536537202,4843.28049473652
ID563,A,2653.528228369849,385.51753021256417,6029.459682635129
ID564,C,2335.955658090491,400.4524235880269,-1919.3490953389446
ID565,C,2555.8197086639743,396.1511810472674,-2172.602989353233
ID566,B,2571.830824589775,363.95869097650467,5135.397037182475
ID567,A,2496.3734534352807,406.36351389567847,5442.251204472221
ID568,A,2414.349292054064,402.15008751409346,5214.646533505473
ID569,C,2460.5017146079053,422.1861846010864,-2040.5567929771626
ID570,A,2439.506574704032,409.16715481974313,5265.272639831772
ID571,C,2800.0,434.36325886118146,-2344.4964739693123
ID572,A,2496.609536583277,401.6056357311807,5478.406272539794
ID573,C,2578.7333167995926,398.4170492199654,-2164.843505218467
ID574,A,2767.2437635638053,397.23465023924354,6327.174117194485
ID575,B,2368.552199803873,393.4061693345234,4734.596949745058
ID576,A,2505.6490349751907,366.88373625426146,5707.850050639292
ID577,A,2459.6220802477915,396.6970805948806,5398.6032456065495
ID578,B,2487.0792331774956,368.9821791034601,4992.314577547039
ID579,A,2473.148204932377,406.78050016878655,5402.301276652174
ID580,B,2390.2184371554677,381.3990956129412,4785.4126501321925
ID581,A,2529.311542749495,386.5850106536737,5664.023145153787
ID582,C,2340.6050833875847,389.95884707751173,-1943.1573793286393
ID583,C,2648.332410596353,396.9259744328013,-2265.137573340252
ID584,A,2593.4964709981905,400.10302382408554,5780.66177812758
ID585,A,2425.9805775453974,416.26719374609604,5209.496730713048
ID586,A,2433.252501793921,391.3370485973867,5361.38649820317
ID587,C,2541.326584352238,407.2021920433356,-2142.772068370886
ID588,A,2380.2182026590726,440.96300849835353,4942.1855411072065
ID589,C,2771.7970186202306,405.66026054144845,-2364.3263155194513
ID590,B,2553.688859303765,397.2926531660255,5105.963229832551
ID591,C,2558.9894727075516,388.31272522107554,-2166.4047159357756
ID592,C,2602.216762053593,397.0850268186951,-2202.5157663069044
ID593,B,2413.0805088894895,386.7066948458589,4832.65790860545
ID594,C,2663.3514972677162,404.02992140025657,-2242.020974736059
ID595,A,2517.1800049323197,401.5531620795909,5553.183735489381
ID596,A,2642.521820649825,367.5667116862331,6093.458998624781
ID597,C,2470.3070310147505,399.721629913509,-2048.2099004193647
ID598,A,2697.591734009678,416.1421946896002,6025.383383731597
ID599,C,2560.2015440537184,394.0133222169587,-2167.2970030999995
ID600,A,2800.0,390.20654841382657,6434.361813102632
ID601,A,2444.5717574766654,379.33448840324724,5425.188862242714
ID602,C,2530.682409413612,372.1301193756339,-2147.35350065819
ID603,A,2345.2635629694764,412.4702390059488,4965.875744127649
ID604,C,2420.605264368067,397.27782505631205,-2035.4241050370983
ID605,A,2592.8029821771856,411.58032343005135,5711.410305461054
ID606,A,2669.3986656309253,422.96985616869205,5885.0981043042275
ID607,B,2800.0,413.8187152736552,5610.207772013387
ID608,B,2485.505664006517,391.8644151784181,4969.1304231036465
ID609,C,2360.01798885316,402.17301496986335,-1974.3134690868899
ID610,B,2612.998864056586,390.7784070226462,5226.370266886321
ID611,C,2330.825916924804,389.37567306097503,-1938.78305027445
ID612,B,2584.6416082040105,405.1422274360394,5163.531174070731
ID613,A,2424.661642570881,387.5155917532274,5350.277589956819
ID614,C,2531.739245557059,366.8627257136695,-2169.927786471697
ID615,C,2663.6569153247,386.67778156408934,-2263.6790815209647
ID616,A,2483.3899856378957,395.3967827696894,5480.347436421339
ID617,C,2639.931862649293,422.8209774674788,-2205.9916190852814
ID618,C,2630.9737822928723,392.63593825192953,-2251.52045413062
ID619,B,2220.350270753636,407.6788613654391,4441.880263814129
ID620,C,2364.7598880946643,397.475376490569,-1967.9184476589926
ID621,A,2265.7289707906793,418.39607715805573,4688.142448282869
ID622,B,2800.0,417.3564457819594,5613.260728757635
ID623,B,2484.1912111844013,417.6426265785988,4958.573611605914
ID624,A,2767.1243819449965,373.9902470587397,6424.10709659526
ID625,A,2255.0571579187026,403.10086070867493,4737.507380185561
ID626,B,2414.0847363177213,411.3840790018292,4836.583708548287
ID627,C,2620.074736264896,405.72307843884,-2232.662814451327
ID628,B,2526.891190664003,409.5489448873274,5061.196878933581
ID629,A,2579.9289839220187,400.8752650642822,5747.944794279567
ID630,B,2311.9287649310113,388.8282368991021,4630.303670993531
ID631,A,2706.5205239318393,374.54353922520625,6255.395417475644
ID632,B,2616.5524143635935,390.31645857027286,5242.219386362123
ID633,C,2560.243825823721,440.17164810457587,-2131.4652696398543
ID634,B,2397.1584578377287,392.7152323586399,4811.53373543143
ID635,B,2548.570019140892,370.60914660863887,5091.619123232182
ID636,A,2456.2765031509766,410.98974041093624,5313.084155987169
ID637,A,2252.4263184943356,412.83190013023966,4689.127807011598
ID638,A,2492.436572241777,419.3098658522821,5386.658892914448
ID639,B,2476.490440266621,407.0646775556017,4946.524433615593
ID640,C,2659.360226481268,412.68402271700427,-2245.8732150734154
ID641,A,2200.0,427.60325702262986,4447.159589081098
ID642,A,2535.2799743282053,388.8178976190683,5675.726417391294
ID643,B,2326.6647927841423,385.8422394186442,4661.378476919687
ID644,A,2547.883501329332,383.58120190670604,5722.237377311645
ID645,C,2556.142008336596,396.01345620259025,-2165.7583404943157
ID646,C,2486.9732834304714,421.5013362973775,-2057.736408177281
ID647,A,2621.093968721663,407.92102551619354,5815.1892580163885
ID648,A,2313.135091135045,407.3303792906383,4904.257760741125
ID649,B,2666.158067542255,372.71038107002914,5346.252920533687
ID650,C,2393.788170070879,389.6021975914537,-2013.9210579090716
ID651,C,2266.6152024265157,372.4651355070694,-1889.7268569700038
ID652,A,2459.140604425029,417.56868683982316,5293.367082279196
ID653,B,2200.0,423.78469739328597,4398.831958176048
ID654,C,2538.1260838369303,411.6935009086057,-2132.478057937572
ID655,C,2461.112433612966,385.19820931390683,-2061.3366596163264
ID656,B,2685.0530382064053,422.2303374042369,5362.935252783607
ID657,B,2597.3386315760495,396.20117634962185,5172.932796338543
ID658,C,2291.2005494217983,381.7831107887101,-1901.731035533516
ID659,C,2374.241876332317,385.53393618082464,-2003.1235803487066
ID660,B,2578.0996630801314,393.54765046612243,5164.501899898524
ID661,C,2627.061851497755,400.7436778072706,-2210.299334716363
ID662,A,2683.375137233032,397.5798368252231,6069.783226113765
ID663,A,2682.1763927958023,378.80997372743457,6165.336245372884
ID664,B,2486.5716084628143,418.19974613778464,4997.383806208784
ID665,B,2554.398343337675,397.74091120844736,5120.397812226658
ID666,B,2694.8107755915694,389.2936921559402,5393.588431894644
ID667,A,2454.5037307096077,416.6545354297415,5299.8458931824
ID668,C,2556.9589280410187,382.24890717600204,-2153.6527143268577
ID669,A,2450.967883048052,375.5666472463823,5496.295674311358
ID670,C,2417.357782830186,419.08731169898107,-2004.176193313557
ID671,A,2507.2577677428703,428.3708177432551,5363.670994210354
ID672,C,2396.8684822990613,393.068559720229,-2010.4382287800508
ID673,A,2480.3626040845375,399.31044988124285,5452.979262236916
ID674,B,2344.7567703201803,382.8000292821865,4691.423447984346
ID675,A,2471.500841922643,400.0823882536509,5411.612812677552
ID676,C,2567.258544042379,392.86442104403204,-2167.668346212688
ID677,A,2411.685469568981,398.46807339947503,5225.066380729489
ID678,A,2501.393762879637,406.13887581395863,5475.180941153416
ID679,A,2520.9013890431897,383.5278178295373,5658.486569720057
ID680,B,2567.8802337732004,394.57282991151146,5142.352255281099
ID681,A,2479.9630238042178,372.9432786733273,5583.474395908022
ID682,B,2662.879951280171,394.67519073830067,5344.928376039772
ID683,B,2200.0,398.598488936245,4399.206280581516
ID684,A,2800.0,403.43473637591615,6374.989218184215
ID685,A,2369.3299353943726,403.59364810544815,5104.295746167857
ID686,A,2560.5085035031116,413.55884126105286,5627.784751776478
ID687,C,2359.2298134691227,376.9050022109002,-1975.625311161153
ID688,A,2596.6402239263953,377.7058445507456,5899.466997018468
ID689,B,2541.485372889239,407.9343690458878,5082.987301590574
ID690,A,2402.3929693982363,369.41558084491874,5344.779728544543
ID691,C,2660.963101811547,402.7495031815749,-2244.8582402674856
ID692,A,2475.405868059712,382.2956059061516,5527.671390362727
ID693,C,2582.0823907085505,423.5922196137577,-2174.230364100394
ID694,C,2362.4260292205945,403.75678611591667,-1948.2576580978043
ID695,A,2495.366854664263,396.7126597043041,5507.386485331376
ID696,B,2800.0,418.41581315708765,5587.73631067531
ID697,C,2644.4448293671194,384.0489699014357,-2274.8678618785534
ID698,A,2546.143113317658,386.8988554886829,5708.41698174238
ID699,A,2432.6618758585305,381.07817749517335,5387.822290732842
ID700,B,2510.124780381251,387.0244116047651,5042.088946969098
ID701,C,2529.6348985258574,400.9167341405108,-2117.2869836495597
ID702,C,2567.3842652379617,407.4092780799058,-2154.2906695172696
ID703,A,2338.50092377335,414.42132528051314,4949.673092965513
ID704,A,2600.2611941413547,372.6291392964889,5953.608292106026
ID705,B,2336.561035255802,397.4220552030506,4683.280287612331
ID706,B,2744.668877842281,383.377532032138,5495.334952946514
ID707,C,2384.255751637468,396.9206936276785,-1999.09819212536
ID708,C,2544.494247951426,435.0124537019056,-2072.738430664646
ID709,A,2650.7713859917026,404.37792643000023,5917.186332737408
ID710,C,2462.1429934803327,413.4919745672237,-2052.401531758311
ID711,B,2551.090002864979,429.4103690824157,5082.323266413038
ID712,B,2715.277232378508,416.9103736476214,5437.020042662247
ID713,A,2584.66044818399,393.28128280469525,5789.388255775912
ID714,B,2553.332594451153,380.86251870145094,5115.848506162683
ID715,B,2247.2821907769307,399.54783595718726,4473.6955939806085
ID716,B,2359.9416620889665,391.4844132367197,4733.238192186504
ID717,B,2657.038019147502,377.1321807007124,5304.386813477368
ID718,A,2585.492545801207,403.613874959342,5736.620200214545
ID719,A,2608.2199410677613,403.98829447088997,5815.897206073007
ID720,C,2595.3095398322343,426.5367505039493,-2165.637589118702
ID721,B,2693.463479256306,394.5735539674478,5390.910269192615
ID722,C,2460.7900112567318,404.2018208345417,-2046.9980445833253
ID723,A,2518.0749938183953,390.01771877964677,5609.281875236217
ID724,A,2345.6988500306375,413.097541460402,4967.515547959318
ID725,A,2308.2966124845434,398.13073305714806,4932.2385426290675
ID726,A,2253.438892661791,382.41112586720885,4850.803592793151
ID727,A,2367.2254751500227,399.7979226750226,5091.940138952399
ID728,A,2732.884272323446,405.85784346347504,6181.315703565627
ID729,A,2267.0909398275944,403.82910081120343,4785.591162596455
ID730,B,2454.4696021634204,415.688450732438,4909.836519541905
ID731,C,2306.0282014530762,378.27915441938967,-1913.4390883253088
ID732,A,2409.8539055494957,387.35886114977586,5291.326047181072
ID733,B,2525.4540688528027,409.59680997693306,5048.719085739776
ID734,B,2394.982619019249,389.12096533058394,4784.14969287045
ID735,C,2663.449729752469,403.6070687399531,-2255.7258569054047
ID736,A,2730.096718127435,363.7038212888236,6375.472449238165
ID737,C,2200.0,440.7391985846932,-1767.2562118214257
ID738,A,2397.5511504473316,395.95422202663997,5210.7500134834345
ID739,B,2508.8713183408636,417.9093438998242,5009.827409459496
ID740,B,2668.917553902307,394.9465326162476,5329.376686358829
ID741,B,2431.8633587270106,406.2204779309633,4842.967943473299
ID742,B,2497.0096907131283,422.37879469517907,4991.248458382078
ID743,C,2326.4883662422076,417.4870902881258,-1929.427835147042
ID744,A,2270.080622160648,396.93317530472166,4820.022201722261
ID745,A,2716.80770343744,397.9711851190946,6153.214848966316
ID746,C,2226.3895189160594,415.05349840274926,-1798.713279826123
ID747,A,2800.0,434.9986660642795,6212.827452002887
ID748,B,2608.7727099072613,402.8842401159856,5208.411183196748
ID749,A,2601.995961327513,429.3559546081246,5654.629821271618
ID750,B,2586.3203001241645,396.3787838436969,5165.6788764302955
ID751,C,2462.0971467998556,414.27940545264704,-2031.386683778146
ID752,A,2558.8126794551304,416.5173364337093,5580.1885477202495
ID753,C,2471.6654968323287,393.8505924422084,-2082.3677583779504
ID754,A,2582.960991466072,388.79382881047536,5808.898613335811
ID755,B,2494.9470209636925,417.1808378282103,5000.468242043889
ID756,C,2357.4477725347397,392.02664594135416,-1969.9840252645479
ID757,A,2369.4141075607367,386.584751309869,5152.30137092682
ID758,B,2352.3591437061245,389.74060747301354,4702.917036753223
ID759,C,2645.6351097901465,391.9657999236188,-2237.4449681523593
ID760,C,2407.3830081311353,412.84925656938515,-1991.1475026725852
ID761,A,2213.184525837271,407.7256400991428,4603.762391364418
ID762,A,2559.525799877321,410.73487367136835,5612.146815376196
ID763,A,2727.177634388437,406.32069716647123,6135.941358249491
ID764,B,2615.962478376629,391.0923975663004,5232.141456536867
ID765,A,2409.5014652167433,410.4565428386241,5159.1051343897325
ID766,C,2261.9782426607367,417.73680739907957,-1834.8650885933068
ID767,C,2479.8597844963733,408.76754824178965,-2081.25199124098
ID768,A,2476.1164182854936,406.7448385993878,5394.329174490765
ID769,A,2354.620058452935,388.49418240143984,5098.7600603265555
ID770,C,2582.6555953363804,403.1772561846172,-2184.203961573085
ID771,B,2776.993975124571,387.6963800582695,5539.757623683579
ID772,A,2533.3424076187425,399.63958212879095,5573.9658352041715
ID773,A,2524.071431049827,375.39600041162026,5701.7363961634155
ID774,C,2359.4157926749267,375.5116239551186,-1964.2102542507093
ID775,A,2709.612205459056,397.13428465079454,6156.718876195323
ID776,B,2488.7283749784974,391.77340492259515,4985.637038235841
ID777,C,2413.1555117208745,401.6018079021126,-2016.5231578341086
ID778,A,2509.5532590477424,397.9784713132732,5548.438103319436
ID779,C,2570.7941999869913,400.4528618081523,-2155.6550997959544
ID780,A,2520.8823112967357,409.1291116353511,5518.643237669507
ID781,A,2680.923009350589,393.0509656650875,6063.301877658586
ID782,A,2557.5957328820296,396.70834282532707,5683.252872936357
ID783,B,2457.40872836762,421.8253183414475,4935.249814595415
ID784,B,2560.1788324490335,400.0462619023754,5119.460734880265
ID785,C,2574.9455651688936,397.31184288061917,-2217.5307909272074
ID786,A,2305.5436121104235,401.23769048984786,4892.815302317989
ID787,A,2672.412959239557,397.57953440485704,6024.247821256677
ID788,B,2454.864397095796,389.3564156057016,4922.158697052603
ID789,A,2458.7015164741856,385.0295524423042,5447.679318982153
ID790,B,2612.706398061392,388.5485298977499,5238.065975982463
ID791,A,2612.0747836389373,413.0937878015618,5764.441463666433
ID792,C,2394.875248170087,390.55142117922384,-2027.8953372576907
ID793,A,2620.435242721853,397.67613097245584,5867.026339400101
ID794,A,2415.9327772765714,410.51104427699346,5199.382450463301
ID795,B,2772.935957004798,395.8241324378353,5549.015318201692
ID796,A,2375.7709028101353,409.5004197226548,5064.749316826053
ID797,A,2535.9216192558847,376.888104363537,5719.109981528323
ID798,B,2382.697354463859,398.0122498068716,4797.6107997844865
ID799,C,2800.0,401.18344144897765,-2413.615784466585
ID800,C,2314.3268583869326,400.3470808464725,-1906.051096806895
